Order ID,Customer ID,Customer Name,Segment,Order Date,Ship Date,Ship Mode,Region,State,Category,Product,Quantity,Unit Price,Discount (%),Sales,Profit,Payment Mode,Sales Person,Year,Month,Quarter,DayOfWeek,Profit Margin
128,CUST1155,Customer_467,Home Office,2022-07-11,15-07-2022,Standard,South,Tamil Nadu,Electronics,Tablet,3,2798,0.0,8394.0,2301.78,UPI,SalesPerson_22,2022,7,3,Monday,27.421729807005008
129,CUST1143,Customer_390,Corporate,2024-11-22,24-11-2024,Express,West,Gujarat,Furniture,Desk,9,451,10.0,3653.1,1110.18,Cash,SalesPerson_44,2024,11,4,Friday,30.390079658372343
130,CUST1952,Customer_333,Home Office,2022-04-10,11-04-2022,Standard,North,Delhi,Office Supplies,Binder,1,1044,5.0,991.8,162.49,UPI,SalesPerson_28,2022,4,2,Sunday,16.383343416011297
131,CUST1364,Customer_297,Corporate,2022-08-29,01-09-2022,Express,North,Delhi,Office Supplies,Notebook,3,1503,10.0,4058.1,1082.83,Cash,SalesPerson_30,2022,8,3,Monday,26.683176856164216
132,CUST1347,Customer_176,Corporate,2023-07-02,07-07-2023,Standard,North,Delhi,Furniture,Sofa,1,922,10.0,829.8,146.31,Debit Card,SalesPerson_11,2023,7,3,Sunday,17.63195950831526
133,CUST1375,Customer_385,Home Office,2023-11-28,01-12-2023,Same Day,South,Tamil Nadu,Furniture,Sofa,9,2325,10.0,18832.5,2379.14,Debit Card,SalesPerson_4,2023,11,4,Tuesday,12.633160759325634
134,CUST1128,Customer_106,Consumer,2024-02-06,12-02-2024,Same Day,North,Delhi,Furniture,Chair,3,2734,0.0,8202.0,575.99,Net Banking,SalesPerson_11,2024,2,1,Tuesday,7.022555474274567
135,CUST1114,Customer_202,Home Office,2022-07-14,21-07-2022,Same Day,South,Kerala,Office Supplies,Pen,1,2566,5.0,2437.7,247.29,Debit Card,SalesPerson_40,2022,7,3,Thursday,10.144398408335727
136,CUST1773,Customer_196,Corporate,2023-02-09,13-02-2023,Express,South,Karnataka,Electronics,Headphones,6,1087,0.0,6522.0,1621.2,UPI,SalesPerson_40,2023,2,1,Thursday,24.85740570377185
137,CUST1909,Customer_245,Home Office,2022-03-18,19-03-2022,Same Day,North,Haryana,Office Supplies,Printer Paper,10,2299,15.0,19541.5,2542.25,Cash,SalesPerson_21,2022,3,1,Friday,13.00949261827393
138,CUST1031,Customer_210,Home Office,2024-02-22,28-02-2024,Standard,North,Punjab,Furniture,Desk,8,1166,10.0,8395.2,2545.32,Debit Card,SalesPerson_29,2024,2,1,Thursday,30.318753573470552
139,CUST1673,Customer_188,Home Office,2022-01-19,23-01-2022,Same Day,West,Rajasthan,Office Supplies,Notebook,7,2687,15.0,15987.65,3625.16,Net Banking,SalesPerson_35,2022,1,1,Wednesday,22.674752074257317
140,CUST1889,Customer_389,Home Office,2024-01-13,20-01-2024,Express,East,Odisha,Office Supplies,Printer Paper,9,1427,10.0,11558.7,2388.88,Debit Card,SalesPerson_49,2024,1,1,Saturday,20.66737608900655
141,CUST1866,Customer_42,Corporate,2022-11-22,27-11-2022,Express,North,Haryana,Electronics,Tablet,2,2620,15.0,4454.0,1170.26,Cash,SalesPerson_7,2022,11,4,Tuesday,26.27436012572968
142,CUST1564,Customer_389,Corporate,2023-06-21,26-06-2023,Standard,South,Kerala,Furniture,Sofa,1,2046,10.0,1841.4,635.58,Net Banking,SalesPerson_48,2023,6,2,Wednesday,34.516129032258064
143,CUST1137,Customer_294,Consumer,2022-04-25,02-05-2022,Express,North,Haryana,Office Supplies,Binder,2,2262,10.0,4071.6,402.19,Net Banking,SalesPerson_6,2022,4,2,Monday,9.877934964141861
144,CUST1612,Customer_111,Home Office,2024-01-03,10-01-2024,Express,North,Delhi,Furniture,Sofa,8,2675,0.0,21400.0,4818.93,Debit Card,SalesPerson_22,2024,1,1,Wednesday,22.51836448598131
145,CUST1103,Customer_191,Home Office,2022-05-24,30-05-2022,Express,East,Assam,Office Supplies,Binder,7,1038,10.0,6539.4,1632.41,UPI,SalesPerson_39,2022,5,2,Tuesday,24.96268770835245
146,CUST1597,Customer_206,Consumer,2023-08-05,07-08-2023,Express,East,West Bengal,Electronics,Headphones,2,1331,5.0,2528.9,815.64,Credit Card,SalesPerson_42,2023,8,3,Saturday,32.25275811617699
147,CUST1561,Customer_104,Corporate,2023-05-21,25-05-2023,Express,West,Maharashtra,Electronics,Mobile,10,1299,10.0,11691.0,1998.1,Net Banking,SalesPerson_38,2023,5,2,Sunday,17.09092464288769
148,CUST1224,Customer_65,Home Office,2024-10-08,10-10-2024,Express,West,Rajasthan,Furniture,Table,8,404,15.0,2747.2,533.42,Cash,SalesPerson_30,2024,10,4,Tuesday,19.41686080372743
149,CUST1072,Customer_304,Corporate,2024-11-29,03-12-2024,Standard,East,West Bengal,Furniture,Sofa,8,2423,0.0,19384.0,2908.73,Credit Card,SalesPerson_2,2024,11,4,Friday,15.005829550144448
150,CUST1934,Customer_386,Consumer,2022-08-15,18-08-2022,Same Day,South,Karnataka,Office Supplies,Pen,3,2591,0.0,7773.0,2043.93,Net Banking,SalesPerson_41,2022,8,3,Monday,26.295252798147434
151,CUST1921,Customer_369,Consumer,2022-06-26,30-06-2022,Same Day,East,West Bengal,Electronics,Tablet,8,810,0.0,6480.0,470.94,UPI,SalesPerson_48,2022,6,2,Sunday,7.267592592592592
152,CUST1855,Customer_48,Consumer,2022-12-16,22-12-2022,Standard,North,Punjab,Electronics,Mobile,6,393,10.0,2122.2,422.68,Cash,SalesPerson_22,2022,12,4,Friday,19.917067194420888
153,CUST1143,Customer_326,Consumer,2024-03-21,25-03-2024,Express,West,Maharashtra,Electronics,Tablet,2,1073,5.0,2038.7,275.82,Net Banking,SalesPerson_45,2024,3,1,Thursday,13.529209790552802
154,CUST1789,Customer_253,Consumer,2024-05-19,26-05-2024,Express,South,Tamil Nadu,Furniture,Sofa,7,2533,10.0,15957.9,3602.61,UPI,SalesPerson_25,2024,5,2,Sunday,22.57571484969827
155,CUST1879,Customer_199,Consumer,2023-10-06,09-10-2023,Standard,North,Punjab,Furniture,Sofa,5,1725,5.0,8193.75,1014.27,Cash,SalesPerson_16,2023,10,4,Friday,12.37858123569794
156,CUST1923,Customer_397,Corporate,2022-12-11,15-12-2022,Express,East,Assam,Electronics,Headphones,6,1177,15.0,6002.7,801.6,Net Banking,SalesPerson_38,2022,12,4,Sunday,13.353990704183119
157,CUST1778,Customer_93,Consumer,2022-08-02,05-08-2022,Standard,North,Haryana,Office Supplies,Notebook,9,2539,5.0,21708.45,1406.14,Net Banking,SalesPerson_5,2022,8,3,Tuesday,6.477385534204423
158,CUST1050,Customer_368,Corporate,2024-09-11,12-09-2024,Express,West,Rajasthan,Office Supplies,Printer Paper,3,2829,10.0,7638.3,1629.85,Debit Card,SalesPerson_21,2024,9,3,Wednesday,21.337863137085474
159,CUST1284,Customer_435,Home Office,2022-01-02,06-01-2022,Same Day,East,Assam,Furniture,Sofa,4,2135,0.0,8540.0,1907.09,Debit Card,SalesPerson_10,2022,1,1,Sunday,22.33126463700234
160,CUST1233,Customer_328,Home Office,2023-06-05,06-06-2023,Express,North,Punjab,Furniture,Sofa,3,2743,5.0,7817.55,1711.71,Cash,SalesPerson_49,2023,6,2,Monday,21.895734597156398
161,CUST1157,Customer_227,Consumer,2022-01-29,03-02-2022,Same Day,North,Haryana,Office Supplies,Notebook,10,1844,15.0,15674.0,2411.23,UPI,SalesPerson_9,2022,1,1,Saturday,15.383628939645272
162,CUST1328,Customer_272,Consumer,2023-10-27,31-10-2023,Standard,South,Tamil Nadu,Office Supplies,Notebook,4,1208,0.0,4832.0,1441.14,Net Banking,SalesPerson_17,2023,10,4,Friday,29.82491721854305
163,CUST1190,Customer_477,Home Office,2022-01-29,04-02-2022,Express,North,Haryana,Electronics,Mobile,7,760,15.0,4522.0,590.98,Credit Card,SalesPerson_21,2022,1,1,Saturday,13.068996019460416
164,CUST1848,Customer_149,Consumer,2023-08-06,13-08-2023,Standard,North,Haryana,Electronics,Tablet,1,1855,5.0,1762.25,544.04,Net Banking,SalesPerson_23,2023,8,3,Sunday,30.871896722939425
165,CUST1734,Customer_406,Consumer,2023-03-12,17-03-2023,Express,South,Karnataka,Office Supplies,Binder,9,236,10.0,1911.6,635.8,Credit Card,SalesPerson_43,2023,3,1,Sunday,33.26009625444654
166,CUST1455,Customer_144,Consumer,2024-09-29,06-10-2024,Same Day,North,Delhi,Office Supplies,Binder,9,1022,0.0,9198.0,2545.58,UPI,SalesPerson_21,2024,9,3,Sunday,27.675364209610787
167,CUST1939,Customer_105,Corporate,2023-07-17,23-07-2023,Standard,South,Kerala,Furniture,Desk,1,1998,0.0,1998.0,646.52,Credit Card,SalesPerson_41,2023,7,3,Monday,32.35835835835836
168,CUST1502,Customer_370,Consumer,2023-09-22,27-09-2023,Standard,East,Odisha,Electronics,Mobile,9,287,5.0,2453.85,716.36,Cash,SalesPerson_42,2023,9,3,Friday,29.19330847443813
169,CUST1963,Customer_262,Home Office,2022-09-24,26-09-2022,Express,South,Karnataka,Office Supplies,Printer Paper,4,1111,0.0,4444.0,1393.56,Credit Card,SalesPerson_3,2022,9,3,Saturday,31.35823582358236
170,CUST1909,Customer_230,Corporate,2023-03-19,23-03-2023,Express,North,Haryana,Furniture,Chair,3,1187,5.0,3382.95,1003.14,Debit Card,SalesPerson_35,2023,3,1,Sunday,29.652817806943645
171,CUST1524,Customer_438,Home Office,2022-07-19,20-07-2022,Same Day,West,Rajasthan,Furniture,Table,2,282,10.0,507.6,146.06,Credit Card,SalesPerson_27,2022,7,3,Tuesday,28.774625689519308
172,CUST1301,Customer_178,Consumer,2023-01-08,10-01-2023,Standard,South,Kerala,Electronics,Laptop,9,711,15.0,5439.15,1238.29,Cash,SalesPerson_22,2023,1,1,Sunday,22.76624104869327
173,CUST1686,Customer_429,Corporate,2024-07-19,20-07-2024,Express,South,Tamil Nadu,Furniture,Desk,3,2518,0.0,7554.0,2177.85,Debit Card,SalesPerson_28,2024,7,3,Friday,28.830420969023034
174,CUST1888,Customer_35,Corporate,2024-12-19,20-12-2024,Standard,North,Punjab,Electronics,Mobile,9,1726,15.0,13203.9,4499.97,Net Banking,SalesPerson_4,2024,12,4,Thursday,34.080612546293146
175,CUST1604,Customer_369,Corporate,2023-03-26,27-03-2023,Standard,West,Maharashtra,Office Supplies,Printer Paper,2,1082,5.0,2055.8,194.95,Cash,SalesPerson_46,2023,3,1,Sunday,9.482926354703764
176,CUST1796,Customer_153,Home Office,2024-12-01,06-12-2024,Same Day,West,Maharashtra,Electronics,Mobile,6,2850,5.0,16245.0,2820.49,Debit Card,SalesPerson_2,2024,12,4,Sunday,17.362203755001538
177,CUST1169,Customer_258,Consumer,2022-12-26,27-12-2022,Express,South,Karnataka,Electronics,Laptop,2,314,15.0,533.8,126.96,Debit Card,SalesPerson_40,2022,12,4,Monday,23.784188834769576
178,CUST1367,Customer_440,Home Office,2024-10-05,07-10-2024,Express,West,Rajasthan,Office Supplies,Pen,1,222,0.0,222.0,35.81,Debit Card,SalesPerson_11,2024,10,4,Saturday,16.130630630630634
179,CUST1959,Customer_483,Corporate,2023-01-11,15-01-2023,Express,North,Haryana,Furniture,Desk,9,731,15.0,5592.15,957.97,Cash,SalesPerson_1,2023,1,1,Wednesday,17.13062060209401
180,CUST1945,Customer_30,Home Office,2022-07-22,27-07-2022,Standard,South,Tamil Nadu,Furniture,Sofa,3,1723,10.0,4652.1,1445.77,UPI,SalesPerson_41,2022,7,3,Friday,31.07779282474581
181,CUST1789,Customer_490,Consumer,2023-09-07,10-09-2023,Same Day,East,Assam,Office Supplies,Binder,1,2909,0.0,2909.0,178.05,Credit Card,SalesPerson_46,2023,9,3,Thursday,6.120660020625645
182,CUST1354,Customer_26,Corporate,2024-02-20,25-02-2024,Standard,East,West Bengal,Office Supplies,Notebook,9,411,5.0,3514.05,527.24,Net Banking,SalesPerson_48,2024,2,1,Tuesday,15.003770578107881
183,CUST1144,Customer_206,Consumer,2023-04-02,07-04-2023,Same Day,East,Odisha,Electronics,Headphones,8,2128,5.0,16172.8,1114.5,Cash,SalesPerson_10,2023,4,2,Sunday,6.891200039572616
184,CUST1279,Customer_456,Home Office,2023-07-09,12-07-2023,Express,North,Haryana,Office Supplies,Binder,5,1819,0.0,9095.0,2110.86,Debit Card,SalesPerson_10,2023,7,3,Sunday,23.20901594282573
185,CUST1325,Customer_387,Corporate,2024-08-26,30-08-2024,Express,North,Delhi,Furniture,Table,7,2103,15.0,12512.85,4117.91,Net Banking,SalesPerson_11,2024,8,3,Monday,32.909449086339244
186,CUST1410,Customer_245,Corporate,2024-11-22,24-11-2024,Express,South,Karnataka,Electronics,Laptop,6,920,0.0,5520.0,1794.71,UPI,SalesPerson_18,2024,11,4,Friday,32.51286231884058
187,CUST1458,Customer_287,Consumer,2024-03-28,03-04-2024,Standard,East,West Bengal,Office Supplies,Notebook,3,2647,5.0,7543.95,660.47,Debit Card,SalesPerson_20,2024,3,1,Thursday,8.754962585913216
188,CUST1812,Customer_432,Home Office,2024-03-28,03-04-2024,Same Day,East,West Bengal,Electronics,Mobile,9,2150,10.0,17415.0,3234.08,Net Banking,SalesPerson_27,2024,3,1,Thursday,18.57065747918461
189,CUST1380,Customer_16,Corporate,2023-07-07,12-07-2023,Standard,North,Delhi,Office Supplies,Printer Paper,4,2128,0.0,8512.0,1728.66,Net Banking,SalesPerson_9,2023,7,3,Friday,20.308505639097746
190,CUST1471,Customer_160,Corporate,2022-07-10,17-07-2022,Same Day,West,Gujarat,Electronics,Mobile,8,1225,15.0,8330.0,455.17,Credit Card,SalesPerson_1,2022,7,3,Sunday,5.464225690276111
191,CUST1410,Customer_115,Consumer,2024-11-25,01-12-2024,Express,South,Kerala,Office Supplies,Pen,1,999,10.0,899.1,68.2,Credit Card,SalesPerson_8,2024,11,4,Monday,7.585363140918696
192,CUST1101,Customer_196,Consumer,2024-06-25,28-06-2024,Same Day,North,Punjab,Electronics,Headphones,4,772,5.0,2933.6,282.67,Debit Card,SalesPerson_6,2024,6,2,Tuesday,9.635601308971912
193,CUST1557,Customer_470,Corporate,2023-06-15,16-06-2023,Standard,North,Delhi,Office Supplies,Printer Paper,4,1009,10.0,3632.4,772.76,Debit Card,SalesPerson_33,2023,6,2,Thursday,21.274088756744852
194,CUST1700,Customer_286,Consumer,2024-01-11,18-01-2024,Same Day,South,Kerala,Electronics,Tablet,7,253,15.0,1505.35,317.9,Credit Card,SalesPerson_38,2024,1,1,Thursday,21.11801242236025
195,CUST1083,Customer_434,Consumer,2023-11-15,18-11-2023,Same Day,West,Rajasthan,Office Supplies,Pen,2,580,10.0,1044.0,187.96,Net Banking,SalesPerson_12,2023,11,4,Wednesday,18.00383141762452
196,CUST1485,Customer_227,Home Office,2022-02-26,27-02-2022,Express,North,Punjab,Electronics,Tablet,5,165,15.0,701.25,39.08,Net Banking,SalesPerson_1,2022,2,1,Saturday,5.572905525846702
197,CUST1242,Customer_167,Corporate,2024-05-27,02-06-2024,Express,South,Kerala,Electronics,Headphones,5,731,10.0,3289.5,484.66,Debit Card,SalesPerson_26,2024,5,2,Monday,14.733546131630948
198,CUST1100,Customer_205,Consumer,2023-11-08,15-11-2023,Express,South,Karnataka,Electronics,Laptop,7,1037,0.0,7259.0,1551.35,Debit Card,SalesPerson_35,2023,11,4,Wednesday,21.37140101942416
199,CUST1245,Customer_136,Corporate,2024-03-06,07-03-2024,Same Day,West,Maharashtra,Office Supplies,Notebook,1,573,15.0,487.05,26.61,UPI,SalesPerson_22,2024,3,1,Wednesday,5.4635047736372035
200,CUST1882,Customer_319,Home Office,2024-08-11,17-08-2024,Express,South,Kerala,Furniture,Table,7,1638,15.0,9746.1,2413.37,Credit Card,SalesPerson_11,2024,8,3,Sunday,24.762417787627868
201,CUST1853,Customer_14,Consumer,2024-03-06,08-03-2024,Same Day,North,Punjab,Furniture,Chair,10,1151,10.0,10359.0,2358.94,Debit Card,SalesPerson_8,2024,3,1,Wednesday,22.77188917849213
202,CUST1095,Customer_254,Consumer,2023-04-01,07-04-2023,Express,North,Punjab,Furniture,Desk,4,2090,10.0,7524.0,2260.62,Cash,SalesPerson_7,2023,4,2,Saturday,30.045454545454543
203,CUST1683,Customer_239,Home Office,2024-09-28,30-09-2024,Standard,South,Karnataka,Electronics,Mobile,4,1769,15.0,6014.6,1373.81,Debit Card,SalesPerson_39,2024,9,3,Saturday,22.841252951152192
204,CUST1476,Customer_468,Corporate,2024-02-22,27-02-2024,Standard,East,Odisha,Electronics,Tablet,9,2144,5.0,18331.2,2501.77,Debit Card,SalesPerson_38,2024,2,1,Thursday,13.647606266911058
205,CUST1037,Customer_120,Home Office,2022-01-31,04-02-2022,Standard,East,Odisha,Furniture,Sofa,8,1987,0.0,15896.0,5497.2,Debit Card,SalesPerson_49,2022,1,1,Monday,34.58228485153498
206,CUST1753,Customer_158,Home Office,2023-07-03,05-07-2023,Express,East,Odisha,Office Supplies,Printer Paper,3,2328,0.0,6984.0,1025.39,Debit Card,SalesPerson_4,2023,7,3,Monday,14.681987399770907
207,CUST1287,Customer_450,Home Office,2023-11-19,23-11-2023,Standard,East,Assam,Furniture,Sofa,8,503,5.0,3822.8,1106.12,Debit Card,SalesPerson_5,2023,11,4,Sunday,28.93481217955425
208,CUST1217,Customer_400,Consumer,2024-01-07,13-01-2024,Same Day,East,Odisha,Electronics,Mobile,1,1695,15.0,1440.75,208.76,Debit Card,SalesPerson_24,2024,1,1,Sunday,14.489675516224187
209,CUST1913,Customer_415,Corporate,2023-08-22,24-08-2023,Same Day,South,Karnataka,Office Supplies,Pen,3,821,15.0,2093.55,160.7,Debit Card,SalesPerson_46,2023,8,3,Tuesday,7.675957106350456
210,CUST1302,Customer_473,Corporate,2024-07-07,08-07-2024,Express,West,Gujarat,Electronics,Headphones,1,2377,15.0,2020.45,218.67,Cash,SalesPerson_49,2024,7,3,Sunday,10.822836496820013
211,CUST1973,Customer_478,Corporate,2023-02-15,19-02-2023,Express,East,West Bengal,Electronics,Headphones,4,2557,15.0,8693.8,1357.34,UPI,SalesPerson_47,2023,2,1,Wednesday,15.612735512664196
212,CUST1184,Customer_159,Consumer,2024-01-26,28-01-2024,Express,East,Odisha,Electronics,Headphones,5,522,10.0,2349.0,352.86,Net Banking,SalesPerson_42,2024,1,1,Friday,15.021711366538954
213,CUST1930,Customer_33,Consumer,2023-04-29,05-05-2023,Same Day,East,Assam,Office Supplies,Pen,3,2245,5.0,6398.25,674.72,Net Banking,SalesPerson_48,2023,4,2,Saturday,10.545383503301684
214,CUST1907,Customer_459,Home Office,2023-03-05,09-03-2023,Standard,South,Karnataka,Electronics,Headphones,3,2539,5.0,7236.15,1103.62,Net Banking,SalesPerson_30,2023,3,1,Sunday,15.251480414308713
215,CUST1927,Customer_182,Consumer,2022-07-21,25-07-2022,Same Day,North,Punjab,Furniture,Table,5,1146,15.0,4870.5,528.22,Credit Card,SalesPerson_35,2022,7,3,Thursday,10.845293091058414
216,CUST1465,Customer_20,Home Office,2022-08-28,31-08-2022,Same Day,North,Delhi,Office Supplies,Notebook,4,1297,10.0,4669.2,1097.87,Cash,SalesPerson_18,2022,8,3,Sunday,23.513021502612865
217,CUST1076,Customer_287,Consumer,2024-10-17,21-10-2024,Express,North,Haryana,Furniture,Sofa,4,2514,15.0,8547.6,2577.4,Net Banking,SalesPerson_22,2024,10,4,Thursday,30.153493378258222
218,CUST1563,Customer_411,Home Office,2022-05-03,05-05-2022,Express,North,Delhi,Furniture,Chair,1,1485,10.0,1336.5,216.13,Debit Card,SalesPerson_47,2022,5,2,Tuesday,16.171343060231948
219,CUST1347,Customer_377,Corporate,2023-06-01,08-06-2023,Same Day,South,Tamil Nadu,Office Supplies,Binder,2,890,5.0,1691.0,342.41,Credit Card,SalesPerson_39,2023,6,2,Thursday,20.24896510940272
220,CUST1767,Customer_418,Corporate,2024-02-28,06-03-2024,Same Day,East,Odisha,Electronics,Mobile,5,1642,5.0,7799.5,1510.64,Cash,SalesPerson_31,2024,2,1,Wednesday,19.36842105263158
221,CUST1118,Customer_107,Corporate,2024-07-29,30-07-2024,Standard,West,Maharashtra,Electronics,Headphones,7,395,5.0,2626.75,149.78,Credit Card,SalesPerson_6,2024,7,3,Monday,5.702103359664985
222,CUST1345,Customer_233,Home Office,2023-02-21,24-02-2023,Express,North,Haryana,Electronics,Headphones,10,2768,10.0,24912.0,2778.35,Credit Card,SalesPerson_36,2023,2,1,Tuesday,11.152657353885678
223,CUST1638,Customer_38,Corporate,2023-05-07,10-05-2023,Standard,North,Delhi,Office Supplies,Notebook,8,972,5.0,7387.2,1607.17,Cash,SalesPerson_18,2023,5,2,Sunday,21.75614576564869
224,CUST1457,Customer_176,Home Office,2023-02-16,17-02-2023,Standard,South,Tamil Nadu,Electronics,Headphones,5,351,5.0,1667.25,362.95,Credit Card,SalesPerson_49,2023,2,1,Thursday,21.769380716749136
225,CUST1553,Customer_150,Home Office,2024-05-09,10-05-2024,Same Day,West,Rajasthan,Furniture,Chair,2,903,0.0,1806.0,272.09,Debit Card,SalesPerson_42,2024,5,2,Thursday,15.065891472868215
226,CUST1443,Customer_450,Home Office,2023-04-21,23-04-2023,Standard,South,Tamil Nadu,Electronics,Laptop,4,2303,5.0,8751.4,1853.65,Credit Card,SalesPerson_39,2023,4,2,Friday,21.18118243938113
227,CUST1107,Customer_368,Corporate,2024-10-31,02-11-2024,Express,North,Delhi,Furniture,Chair,7,1082,15.0,6437.9,1603.61,Cash,SalesPerson_35,2024,10,4,Thursday,24.90889886453657
228,CUST1773,Customer_485,Home Office,2022-12-23,25-12-2022,Standard,West,Gujarat,Furniture,Chair,5,1482,10.0,6669.0,529.36,Net Banking,SalesPerson_32,2022,12,4,Friday,7.937621832358675
229,CUST1437,Customer_255,Consumer,2022-09-12,18-09-2022,Standard,West,Rajasthan,Office Supplies,Pen,2,1446,10.0,2602.8,410.13,UPI,SalesPerson_11,2022,9,3,Monday,15.75726141078838
230,CUST1315,Customer_59,Corporate,2024-06-28,29-06-2024,Standard,South,Tamil Nadu,Electronics,Mobile,4,2656,15.0,9030.4,1036.2,UPI,SalesPerson_17,2024,6,2,Friday,11.474574769666903
231,CUST1876,Customer_142,Home Office,2024-08-15,20-08-2024,Same Day,South,Kerala,Electronics,Headphones,3,1353,10.0,3653.1,1142.93,Net Banking,SalesPerson_10,2024,8,3,Thursday,31.286578522350883
232,CUST1593,Customer_289,Consumer,2022-10-02,06-10-2022,Same Day,West,Maharashtra,Furniture,Sofa,1,1664,15.0,1414.4,468.31,UPI,SalesPerson_3,2022,10,4,Sunday,33.11015271493212
233,CUST1608,Customer_134,Consumer,2023-08-26,01-09-2023,Express,South,Tamil Nadu,Electronics,Laptop,3,1497,0.0,4491.0,406.07,Debit Card,SalesPerson_48,2023,8,3,Saturday,9.041861500779335
234,CUST1044,Customer_472,Consumer,2022-08-29,04-09-2022,Express,East,Assam,Office Supplies,Binder,9,2553,15.0,19530.45,2830.73,Debit Card,SalesPerson_32,2022,8,3,Monday,14.493931271424875
235,CUST1864,Customer_299,Consumer,2024-06-28,03-07-2024,Express,West,Maharashtra,Electronics,Headphones,4,2144,10.0,7718.4,1388.31,Net Banking,SalesPerson_40,2024,6,2,Friday,17.987018034825873
236,CUST1862,Customer_312,Home Office,2023-09-16,21-09-2023,Express,East,Assam,Office Supplies,Binder,7,362,10.0,2280.6,321.95,Debit Card,SalesPerson_34,2023,9,3,Saturday,14.116899061650443
237,CUST1417,Customer_356,Consumer,2022-10-19,26-10-2022,Express,North,Haryana,Office Supplies,Printer Paper,5,1552,10.0,6984.0,2360.26,Cash,SalesPerson_23,2022,10,4,Wednesday,33.795246277205045
238,CUST1700,Customer_23,Consumer,2022-02-16,20-02-2022,Same Day,South,Tamil Nadu,Furniture,Table,2,2565,15.0,4360.5,310.16,Net Banking,SalesPerson_26,2022,2,1,Wednesday,7.112945763100563
239,CUST1398,Customer_239,Corporate,2024-05-08,15-05-2024,Express,West,Maharashtra,Office Supplies,Notebook,2,686,5.0,1303.4,428.99,Net Banking,SalesPerson_27,2024,5,2,Wednesday,32.91315022249501
